Date,Price,Open,High,Low,Vol.,Change %
18-Oct-10,"6,075.95","6,112.75","6,115.10","5,985.10",138.75M,0.22%
19-Oct-10,"6,027.30","6,114.45","6,127.05","6,008.15",130.46M,-0.80%
20-Oct-10,"5,982.10","6,002.95","6,038.10","5,966.75",105.11M,-0.75%
21-Oct-10,"6,101.50","6,008.90","6,113.50","5,984.90",123.10M,2.00%
22-Oct-10,"6,066.05","6,113.40","6,121.10","6,041.35",109.38M,-0.58%
25-Oct-10,"6,105.80","6,101.25","6,151.30","6,094.60",123.12M,0.66%
26-Oct-10,"6,082.00","6,116.30","6,120.25","6,074.65",113.45M,-0.39%
27-Oct-10,"6,012.65","6,075.45","6,075.95","5,987.55",116.71M,-1.14%
28-Oct-10,"5,987.70","6,039.95","6,071.10","5,968.10",228.79M,-0.41%
29-Oct-10,"6,017.70","6,021.15","6,032.65","5,937.10",137.88M,0.50%
1-Nov-10,"6,117.55","6,092.30","6,132.40","6,084.75",128.91M,1.66%
2-Nov-10,"6,119.00","6,127.55","6,138.10","6,094.40",122.09M,0.02%
3-Nov-10,"6,160.50","6,150.60","6,182.50","6,146.80",111.32M,0.68%
4-Nov-10,"6,281.80","6,209.60","6,290.15","6,199.35",125.03M,1.97%
5-Nov-10,"6,312.45","6,321.85","6,338.50","6,303.10",27.18M,0.49%
8-Nov-10,"6,273.20","6,335.25","6,335.90","6,265.35",153.93M,-0.62%
9-Nov-10,"6,301.55","6,281.00","6,310.90","6,243.55",139.82M,0.45%
10-Nov-10,"6,275.70","6,303.20","6,307.65","6,269.25",125.61M,-0.41%
11-Nov-10,"6,194.25","6,286.35","6,296.55","6,179.50",169.30M,-1.30%
12-Nov-10,"6,071.65","6,182.30","6,202.50","6,056.75",155.20M,-1.98%
15-Nov-10,"6,121.60","6,079.90","6,128.75","6,039.40",124.27M,0.82%
16-Nov-10,"5,988.70","6,143.45","6,144.05","5,970.60",139.19M,-2.17%
18-Nov-10,"5,998.80","6,075.95","6,076.20","5,906.75",190.22M,0.17%
19-Nov-10,"5,890.30","6,011.30","6,013.25","5,863.95",150.74M,-1.81%
22-Nov-10,"6,010.00","5,920.90","6,020.25","5,905.15",123.42M,2.03%
23-Nov-10,"5,934.75","5,971.55","5,973.35","5,824.95",158.87M,-1.25%
24-Nov-10,"5,865.75","5,946.80","5,976.65","5,833.60",125.85M,-1.16%
25-Nov-10,"5,799.75","5,883.95","5,907.10","5,780.35",371.67M,-1.13%
26-Nov-10,"5,751.95","5,828.55","5,838.50","5,690.35",287.20M,-0.82%
29-Nov-10,"5,830.00","5,789.95","5,843.15","5,754.70",155.07M,1.36%
30-Nov-10,"5,862.70","5,811.60","5,892.25","5,768.35",217.96M,0.56%
1-Dec-10,"5,960.90","5,871.00","5,971.00","5,865.55",173.36M,1.67%
2-Dec-10,"6,011.70","6,023.05","6,029.50","5,980.60",197.38M,0.85%
3-Dec-10,"5,992.80","6,013.35","6,025.40","5,964.25",165.38M,-0.31%
6-Dec-10,"5,992.25","6,033.65","6,069.45","5,981.70",145.32M,-0.01%
7-Dec-10,"5,976.55","5,995.05","6,001.00","5,939.70",145.41M,-0.26%
8-Dec-10,"5,903.70","5,954.40","5,960.00","5,878.60",122.57M,-1.22%
9-Dec-10,"5,766.50","5,924.25","5,927.30","5,742.30",169.51M,-2.32%
10-Dec-10,"5,857.35","5,761.00","5,865.50","5,721.15",167.49M,1.58%
13-Dec-10,"5,907.65","5,882.65","5,913.80","5,795.90",138.23M,0.86%
14-Dec-10,"5,944.10","5,928.70","5,953.95","5,888.75",125.30M,0.62%
15-Dec-10,"5,892.30","5,931.15","5,942.75","5,865.80",126.32M,-0.87%
16-Dec-10,"5,948.75","5,910.55","5,956.15","5,855.05",149.83M,0.96%
20-Dec-10,"5,947.05","5,926.85","5,985.00","5,900.25",121.82M,-0.03%
21-Dec-10,"6,000.65","5,960.40","6,007.45","5,960.05",126.54M,0.90%
22-Dec-10,"5,984.40","6,019.00","6,023.80","5,958.00",118.82M,-0.27%
23-Dec-10,"5,980.00","6,005.90","6,006.45","5,964.60",85.46M,-0.07%
24-Dec-10,"6,011.60","5,940.25","6,017.35","5,940.25",123.58M,0.53%
27-Dec-10,"5,998.10","6,013.30","6,045.75","5,991.10",95.96M,-0.22%
28-Dec-10,"5,996.00","6,005.35","6,010.90","5,982.25",90.72M,-0.04%
29-Dec-10,"6,060.35","6,005.15","6,067.55","6,002.85",93.00M,1.07%
30-Dec-10,"6,101.85","6,062.35","6,106.40","6,062.35",194.35M,0.68%
31-Dec-10,"6,134.50","6,105.10","6,147.30","6,103.55",113.76M,0.54%
3-Jan-11,"6,157.60","6,177.45","6,178.55","6,147.20",96.03M,0.38%
4-Jan-11,"6,146.35","6,172.75","6,181.05","6,124.40",181.73M,-0.18%
5-Jan-11,"6,079.80","6,141.35","6,141.35","6,062.35",139.61M,-1.08%
6-Jan-11,"6,048.25","6,107.00","6,116.15","6,022.30",152.34M,-0.52%
7-Jan-11,"5,904.60","6,030.90","6,051.20","5,883.60",171.81M,-2.38%
10-Jan-11,"5,762.85","5,901.30","5,907.25","5,740.95",156.95M,-2.40%
11-Jan-11,"5,754.10","5,767.95","5,842.60","5,698.20",161.26M,-0.15%
12-Jan-11,"5,863.25","5,800.05","5,874.20","5,711.30",188.12M,1.90%
13-Jan-11,"5,751.90","5,850.75","5,857.75","5,736.70",175.35M,-1.90%
14-Jan-11,"5,654.55","5,752.10","5,833.65","5,639.65",174.57M,-1.69%
17-Jan-11,"5,654.75","5,648.80","5,696.15","5,624.15",148.50M,0.00%
18-Jan-11,"5,724.05","5,682.55","5,730.50","5,671.25",141.01M,1.23%
19-Jan-11,"5,691.05","5,737.35","5,747.65","5,662.55",146.72M,-0.58%
20-Jan-11,"5,711.60","5,656.00","5,729.45","5,634.50",130.50M,0.36%
21-Jan-11,"5,696.50","5,692.05","5,717.55","5,674.50",119.99M,-0.26%
24-Jan-11,"5,743.25","5,717.10","5,756.00","5,697.75",108.83M,0.82%
25-Jan-11,"5,687.40","5,763.30","5,801.55","5,680.65",126.13M,-0.97%
27-Jan-11,"5,604.30","5,725.30","5,726.10","5,594.95",201.50M,-1.46%
28-Jan-11,"5,512.15","5,614.00","5,614.40","5,459.55",173.11M,-1.64%
31-Jan-11,"5,505.90","5,452.55","5,526.85","5,416.65",177.85M,-0.11%
1-Feb-11,"5,417.20","5,537.30","5,539.15","5,402.00",171.23M,-1.61%
2-Feb-11,"5,432.00","5,469.55","5,490.60","5,415.65",172.20M,0.27%
3-Feb-11,"5,526.75","5,430.45","5,532.65","5,418.00",154.23M,1.74%
4-Feb-11,"5,395.75","5,519.90","5,556.30","5,369.05",187.82M,-2.37%
7-Feb-11,"5,396.00","5,430.15","5,440.35","5,376.95",150.45M,0.00%
8-Feb-11,"5,312.55","5,432.35","5,432.35","5,303.40",155.60M,-1.55%
9-Feb-11,"5,253.55","5,293.05","5,339.45","5,225.65",246.53M,-1.11%
10-Feb-11,"5,225.80","5,246.05","5,272.60","5,196.80",225.24M,-0.53%
11-Feb-11,"5,310.00","5,219.65","5,319.45","5,177.70",211.25M,1.61%
14-Feb-11,"5,456.00","5,340.25","5,463.80","5,340.25",175.71M,2.75%
15-Feb-11,"5,481.00","5,467.75","5,506.50","5,408.35",170.46M,0.46%
16-Feb-11,"5,481.70","5,467.60","5,504.80","5,460.35",140.52M,0.01%
17-Feb-11,"5,546.45","5,501.70","5,553.00","5,463.40",143.67M,1.18%
18-Feb-11,"5,458.95","5,557.55","5,599.25","5,441.95",180.91M,-1.58%
21-Feb-11,"5,518.60","5,456.60","5,526.25","5,413.10",137.63M,1.09%
22-Feb-11,"5,469.20","5,504.40","5,519.45","5,437.30",166.27M,-0.90%
23-Feb-11,"5,437.35","5,452.45","5,495.20","5,427.55",173.58M,-0.58%
24-Feb-11,"5,262.70","5,408.75","5,423.40","5,242.50",259.35M,-3.21%
25-Feb-11,"5,303.55","5,321.05","5,338.20","5,232.75",193.54M,0.78%
28-Feb-11,"5,333.25","5,330.15","5,477.00","5,308.60",317.25M,0.56%
1-Mar-11,"5,522.30","5,382.00","5,533.05","5,373.55",210.50M,3.54%
3-Mar-11,"5,536.20","5,478.45","5,570.75","5,468.25",218.80M,0.25%
4-Mar-11,"5,538.75","5,586.20","5,608.20","5,524.10",162.01M,0.05%
7-Mar-11,"5,463.15","5,490.05","5,491.25","5,408.45",134.58M,-1.36%
8-Mar-11,"5,520.80","5,466.10","5,530.55","5,464.75",127.51M,1.06%
9-Mar-11,"5,531.00","5,542.40","5,563.30","5,477.45",149.82M,0.18%
10-Mar-11,"5,494.40","5,516.10","5,516.30","5,468.45",135.73M,-0.66%
11-Mar-11,"5,445.45","5,456.15","5,502.70","5,411.55",133.44M,-0.89%
14-Mar-11,"5,531.50","5,436.50","5,537.30","5,434.25",173.52M,1.58%
15-Mar-11,"5,449.65","5,420.00","5,497.85","5,373.65",191.04M,-1.48%
16-Mar-11,"5,511.15","5,475.95","5,535.10","5,475.95",135.20M,1.13%
17-Mar-11,"5,446.65","5,455.40","5,510.05","5,435.30",135.26M,-1.17%
18-Mar-11,"5,373.70","5,475.35","5,483.05","5,366.40",129.49M,-1.34%
21-Mar-11,"5,364.75","5,408.75","5,413.30","5,348.20",107.18M,-0.17%
22-Mar-11,"5,413.85","5,390.85","5,428.15","5,376.15",94.94M,0.92%
23-Mar-11,"5,480.25","5,411.40","5,484.95","5,401.95",112.04M,1.23%
24-Mar-11,"5,522.40","5,501.80","5,529.00","5,496.10",115.26M,0.77%
25-Mar-11,"5,654.25","5,588.65","5,667.10","5,560.95",133.45M,2.39%
28-Mar-11,"5,687.25","5,645.25","5,709.10","5,643.20",130.72M,0.58%
29-Mar-11,"5,736.35","5,686.50","5,770.35","5,680.70",140.48M,0.86%
30-Mar-11,"5,787.65","5,755.80","5,803.15","5,753.90",133.21M,0.89%
31-Mar-11,"5,833.75","5,803.05","5,872.00","5,778.65",219.44M,0.80%
1-Apr-11,"5,826.05","5,835.00","5,860.20","5,810.40",118.32M,-0.13%
4-Apr-11,"5,908.45","5,842.00","5,918.70","5,833.20",106.39M,1.41%
5-Apr-11,"5,910.05","5,923.85","5,928.65","5,855.85",110.63M,0.03%
6-Apr-11,"5,891.75","5,908.00","5,944.45","5,868.80",125.96M,-0.31%
7-Apr-11,"5,885.70","5,888.55","5,906.10","5,866.25",98.16M,-0.10%
8-Apr-11,"5,842.00","5,886.75","5,926.95","5,822.00",99.86M,-0.74%
11-Apr-11,"5,785.70","5,805.35","5,830.30","5,777.90",92.73M,-0.96%
13-Apr-11,"5,911.50","5,747.95","5,923.60","5,735.55",145.70M,2.17%
15-Apr-11,"5,824.55","5,898.75","5,907.35","5,806.45",140.59M,-1.47%
18-Apr-11,"5,729.10","5,824.35","5,897.90","5,722.25",121.11M,-1.64%
19-Apr-11,"5,740.75","5,716.00","5,762.95","5,693.25",101.24M,0.20%
20-Apr-11,"5,851.65","5,786.05","5,857.35","5,759.65",117.90M,1.93%
21-Apr-11,"5,884.70","5,882.85","5,912.90","5,864.35",119.75M,0.56%
25-Apr-11,"5,874.50","5,859.60","5,906.60","5,857.00",94.38M,-0.17%
26-Apr-11,"5,868.40","5,876.85","5,893.20","5,791.55",117.17M,-0.10%
27-Apr-11,"5,833.90","5,884.20","5,892.35","5,819.95",108.74M,-0.59%
28-Apr-11,"5,785.45","5,851.35","5,856.40","5,776.95",159.34M,-0.83%
29-Apr-11,"5,749.50","5,782.50","5,804.30","5,706.05",184.75M,-0.62%
2-May-11,"5,701.30","5,766.90","5,775.25","5,687.70",86.51M,-0.84%
3-May-11,"5,565.25","5,689.70","5,710.80","5,554.85",125.52M,-2.39%
4-May-11,"5,537.15","5,567.70","5,578.80","5,503.00",119.08M,-0.50%
5-May-11,"5,459.85","5,531.60","5,560.30","5,443.65",126.43M,-1.40%
6-May-11,"5,551.45","5,477.65","5,564.40","5,472.45",122.68M,1.68%
9-May-11,"5,551.10","5,575.20","5,586.05","5,502.40",75.44M,-0.01%
10-May-11,"5,541.25","5,555.55","5,592.90","5,514.55",88.82M,-0.18%
11-May-11,"5,565.05","5,547.20","5,574.70","5,525.00",82.51M,0.43%
12-May-11,"5,486.15","5,537.80","5,572.50","5,476.30",91.63M,-1.42%
13-May-11,"5,544.75","5,492.35","5,605.00","5,472.15",119.42M,1.07%
16-May-11,"5,499.00","5,541.70","5,541.80","5,487.65",94.22M,-0.83%
17-May-11,"5,438.95","5,496.10","5,523.85","5,421.05",109.20M,-1.09%
18-May-11,"5,420.60","5,448.20","5,460.50","5,401.25",107.36M,-0.34%
19-May-11,"5,428.10","5,448.15","5,452.60","5,411.25",94.18M,0.14%
20-May-11,"5,486.35","5,450.65","5,517.55","5,432.75",127.40M,1.07%
23-May-11,"5,386.55","5,456.70","5,456.70","5,373.00",94.67M,-1.82%
24-May-11,"5,394.85","5,385.10","5,422.60","5,367.45",100.05M,0.15%
25-May-11,"5,348.95","5,389.10","5,389.10","5,328.70",99.92M,-0.85%
26-May-11,"5,412.35","5,372.75","5,422.20","5,356.35",161.61M,1.19%
27-May-11,"5,476.10","5,413.70","5,485.80","5,413.60",117.23M,1.18%
30-May-11,"5,473.10","5,493.75","5,509.30","5,458.60",100.77M,-0.05%
31-May-11,"5,560.15","5,492.00","5,571.60","5,489.70",149.41M,1.59%
1-Jun-11,"5,592.00","5,561.05","5,597.35","5,559.45",98.63M,0.57%
2-Jun-11,"5,550.35","5,529.90","5,568.20","5,521.95",110.95M,-0.74%
3-Jun-11,"5,516.75","5,565.70","5,604.95","5,507.20",101.02M,-0.61%
6-Jun-11,"5,532.05","5,504.30","5,542.65","5,479.85",77.14M,0.28%
7-Jun-11,"5,556.15","5,509.15","5,570.10","5,507.80",81.86M,0.44%
8-Jun-11,"5,526.85","5,535.25","5,556.60","5,514.90",92.93M,-0.53%
9-Jun-11,"5,521.05","5,523.55","5,540.10","5,502.05",87.03M,-0.10%
10-Jun-11,"5,485.80","5,518.05","5,521.45","5,457.45",84.19M,-0.64%
13-Jun-11,"5,482.80","5,469.85","5,496.70","5,436.95",80.11M,-0.05%
14-Jun-11,"5,500.50","5,485.60","5,520.15","5,484.20",97.84M,0.32%
15-Jun-11,"5,447.50","5,494.45","5,499.35","5,438.95",95.88M,-0.96%
16-Jun-11,"5,396.75","5,419.65","5,447.50","5,389.80",128.06M,-0.93%
17-Jun-11,"5,366.40","5,412.50","5,421.15","5,355.85",97.88M,-0.56%
20-Jun-11,"5,257.90","5,372.20","5,377.40","5,195.90",135.34M,-2.02%
21-Jun-11,"5,275.85","5,280.80","5,322.45","5,257.00",107.19M,0.34%
22-Jun-11,"5,278.30","5,304.65","5,310.50","5,262.50",95.77M,0.05%
23-Jun-11,"5,320.00","5,269.10","5,330.60","5,252.25",89.00M,0.79%
24-Jun-11,"5,471.25","5,343.40","5,477.85","5,343.40",140.10M,2.84%
27-Jun-11,"5,526.60","5,441.20","5,552.65","5,434.25",143.40M,1.01%
28-Jun-11,"5,545.30","5,548.85","5,558.30","5,496.35",114.41M,0.34%
29-Jun-11,"5,600.45","5,566.50","5,608.65","5,566.50",124.59M,0.99%
30-Jun-11,"5,647.40","5,614.50","5,657.90","5,606.10",179.22M,0.84%
1-Jul-11,"5,627.20","5,705.75","5,705.80","5,609.75",141.09M,-0.36%
4-Jul-11,"5,650.50","5,679.55","5,679.65","5,633.10",103.53M,0.41%
5-Jul-11,"5,632.10","5,659.85","5,659.85","5,612.30",100.78M,-0.33%
6-Jul-11,"5,625.45","5,622.70","5,655.40","5,610.75",86.11M,-0.12%
7-Jul-11,"5,728.95","5,633.35","5,737.15","5,632.95",112.22M,1.84%
8-Jul-11,"5,660.65","5,734.65","5,740.40","5,651.05",129.28M,-1.19%
11-Jul-11,"5,616.10","5,648.05","5,652.90","5,601.70",78.90M,-0.79%
12-Jul-11,"5,526.15","5,556.90","5,580.25","5,496.95",104.91M,-1.60%
13-Jul-11,"5,585.45","5,542.05","5,596.15","5,541.40",106.02M,1.07%
14-Jul-11,"5,599.80","5,569.00","5,653.95","5,541.70",123.02M,0.26%
15-Jul-11,"5,581.10","5,602.95","5,631.70","5,562.75",80.43M,-0.33%
18-Jul-11,"5,567.05","5,581.75","5,596.60","5,550.95",73.61M,-0.25%
19-Jul-11,"5,613.55","5,569.85","5,627.65","5,557.20",86.56M,0.84%
20-Jul-11,"5,567.05","5,642.05","5,645.40","5,555.10",87.09M,-0.83%
21-Jul-11,"5,541.60","5,554.60","5,578.90","5,532.70",76.33M,-0.46%
22-Jul-11,"5,633.95","5,576.95","5,642.20","5,567.10",106.78M,1.67%
25-Jul-11,"5,680.30","5,633.80","5,700.55","5,616.70",142.01M,0.82%
26-Jul-11,"5,574.85","5,688.45","5,702.25","5,560.15",134.11M,-1.86%
27-Jul-11,"5,546.80","5,588.55","5,591.70","5,521.50",122.32M,-0.50%
28-Jul-11,"5,487.75","5,492.40","5,512.10","5,475.65",164.52M,-1.06%
29-Jul-11,"5,482.00","5,479.00","5,520.30","5,453.95",156.13M,-0.10%
1-Aug-11,"5,516.80","5,527.50","5,551.90","5,486.45",98.96M,0.63%
2-Aug-11,"5,456.55","5,493.20","5,496.30","5,433.65",110.37M,-1.09%
3-Aug-11,"5,404.80","5,402.00","5,422.60","5,378.85",133.22M,-0.95%
4-Aug-11,"5,331.80","5,412.40","5,434.50","5,323.15",118.48M,-1.35%
5-Aug-11,"5,211.25","5,204.35","5,229.65","5,116.45",196.02M,-2.26%
8-Aug-11,"5,118.50","5,083.85","5,204.20","5,054.05",188.31M,-1.78%
9-Aug-11,"5,072.85","4,947.90","5,167.00","4,946.45",233.87M,-0.89%
10-Aug-11,"5,161.00","5,196.55","5,197.95","5,123.35",158.40M,1.74%
11-Aug-11,"5,138.30","5,128.00","5,184.95","5,121.00",113.04M,-0.44%
12-Aug-11,"5,072.95","5,194.40","5,194.45","5,053.35",128.84M,-1.27%
16-Aug-11,"5,035.80","5,125.75","5,132.20","5,015.40",130.90M,-0.73%
17-Aug-11,"5,056.60","5,030.30","5,112.15","5,017.25",143.34M,0.41%
18-Aug-11,"4,944.15","5,077.95","5,078.60","4,932.15",139.82M,-2.22%
19-Aug-11,"4,845.65","4,859.30","4,893.60","4,796.10",166.70M,-1.99%
22-Aug-11,"4,898.80","4,843.70","4,910.05","4,808.75",123.81M,1.10%
23-Aug-11,"4,948.90","4,925.15","4,965.80","4,863.80",130.01M,1.02%
24-Aug-11,"4,888.90","4,934.35","4,962.40","4,875.30",129.41M,-1.21%
25-Aug-11,"4,839.60","4,914.65","4,915.85","4,825.05",184.91M,-1.01%
26-Aug-11,"4,747.80","4,839.25","4,872.00","4,720.00",149.72M,-1.90%
29-Aug-11,"4,919.60","4,806.20","4,934.40","4,806.05",145.12M,3.62%
30-Aug-11,"5,001.00","4,973.25","5,016.25","4,927.55",181.54M,1.65%
2-Sep-11,"5,040.00","5,109.80","5,113.70","4,993.35",195.06M,0.78%
5-Sep-11,"5,017.20","4,998.90","5,030.30","4,964.45",162.90M,-0.45%
6-Sep-11,"5,064.30","4,993.35","5,072.90","4,942.90",183.68M,0.94%
7-Sep-11,"5,124.65","5,080.15","5,154.50","5,076.30",193.86M,1.19%
8-Sep-11,"5,153.25","5,139.20","5,169.25","5,098.25",140.86M,0.56%
9-Sep-11,"5,059.45","5,161.30","5,163.75","5,046.80",158.71M,-1.82%
12-Sep-11,"4,946.80","4,981.70","4,985.60","4,911.25",135.50M,-2.23%
13-Sep-11,"4,940.95","4,977.80","5,030.15","4,911.05",146.00M,-0.12%
14-Sep-11,"5,012.55","4,965.05","5,026.15","4,917.40",154.28M,1.45%
15-Sep-11,"5,075.70","5,062.35","5,091.45","4,967.45",153.65M,1.26%
16-Sep-11,"5,084.25","5,123.35","5,143.60","5,068.10",225.19M,0.17%
19-Sep-11,"5,031.95","5,068.40","5,068.40","5,019.25",115.74M,-1.03%
20-Sep-11,"5,140.20","5,042.55","5,149.90","5,035.25",146.60M,2.15%
21-Sep-11,"5,133.25","5,153.75","5,168.40","5,109.85",132.92M,-0.14%
22-Sep-11,"4,923.65","5,054.45","5,059.85","4,907.75",147.61M,-4.08%
23-Sep-11,"4,867.75","4,873.75","4,930.25","4,829.60",205.77M,-1.14%
26-Sep-11,"4,835.40","4,878.60","4,879.80","4,758.85",156.08M,-0.66%
27-Sep-11,"4,971.25","4,905.15","4,982.95","4,905.15",151.31M,2.81%
28-Sep-11,"4,945.90","5,005.50","5,006.05","4,918.45",166.87M,-0.51%
29-Sep-11,"5,015.45","4,924.20","5,034.25","4,906.00",216.16M,1.41%
30-Sep-11,"4,943.25","4,990.15","5,025.55","4,924.30",201.96M,-1.44%
3-Oct-11,"4,849.50","4,874.40","4,879.15","4,823.90",148.92M,-1.90%
4-Oct-11,"4,772.15","4,823.50","4,869.75","4,728.30",184.41M,-1.60%
5-Oct-11,"4,751.30","4,791.30","4,827.80","4,741.00",179.14M,-0.44%
7-Oct-11,"4,888.05","4,883.65","4,922.60","4,861.20",198.29M,2.88%
10-Oct-11,"4,979.60","4,886.85","4,991.15","4,882.05",188.84M,1.87%
11-Oct-11,"4,974.35","5,019.90","5,045.10","4,964.00",182.04M,-0.11%
12-Oct-11,"5,099.40","5,011.20","5,109.80","4,997.65",188.01M,2.51%
13-Oct-11,"5,077.85","5,130.80","5,136.95","5,067.65",157.30M,-0.42%
14-Oct-11,"5,132.30","5,057.35","5,141.40","5,056.60",157.78M,1.07%
17-Oct-11,"5,118.25","5,156.20","5,160.20","5,084.50",130.46M,-0.27%
18-Oct-11,"5,037.50","5,049.45","5,057.50","5,011.05",125.55M,-1.58%
19-Oct-11,"5,139.15","5,080.45","5,148.05","5,075.30",117.47M,2.02%
20-Oct-11,"5,091.90","5,086.55","5,099.00","5,033.95",119.33M,-0.92%
21-Oct-11,"5,049.95","5,106.60","5,120.75","5,037.95",109.89M,-0.82%
24-Oct-11,"5,098.35","5,114.70","5,145.65","5,084.75",126.07M,0.96%
25-Oct-11,"5,191.60","5,137.90","5,211.00","5,085.55",221.08M,1.83%
26-Oct-11,"5,201.80","5,214.95","5,219.25","5,196.15",27.50M,0.20%
28-Oct-11,"5,360.70","5,341.90","5,399.70","5,322.80",246.08M,3.05%
31-Oct-11,"5,326.60","5,358.90","5,360.25","5,314.60",149.48M,-0.64%
1-Nov-11,"5,257.95","5,278.60","5,310.85","5,238.30",152.49M,-1.29%
2-Nov-11,"5,258.45","5,216.75","5,300.10","5,204.95",144.38M,0.01%
3-Nov-11,"5,265.75","5,241.55","5,281.60","5,201.85",160.28M,0.14%
4-Nov-11,"5,284.20","5,325.40","5,326.45","5,256.80",149.02M,0.35%
8-Nov-11,"5,289.35","5,292.25","5,304.25","5,252.00",120.65M,0.10%
9-Nov-11,"5,221.05","5,309.70","5,317.50","5,211.75",146.43M,-1.29%
11-Nov-11,"5,168.85","5,159.75","5,198.60","5,142.25",168.51M,-1.00%
14-Nov-11,"5,148.35","5,217.35","5,228.90","5,140.55",134.45M,-0.40%
15-Nov-11,"5,068.50","5,131.20","5,158.75","5,052.85",149.59M,-1.55%
16-Nov-11,"5,030.45","5,059.10","5,065.20","4,989.50",161.41M,-0.75%
17-Nov-11,"4,934.75","5,027.10","5,036.80","4,919.45",149.24M,-1.90%
18-Nov-11,"4,905.80","4,899.15","4,915.90","4,837.95",192.27M,-0.59%
21-Nov-11,"4,778.35","4,873.80","4,873.80","4,764.80",154.12M,-2.60%
22-Nov-11,"4,812.35","4,794.85","4,854.00","4,782.55",174.21M,0.71%
23-Nov-11,"4,706.45","4,779.50","4,779.50","4,640.95",178.82M,-2.20%
24-Nov-11,"4,756.45","4,707.55","4,771.10","4,639.10",213.36M,1.06%
25-Nov-11,"4,710.05","4,731.30","4,767.30","4,693.10",162.84M,-0.98%
28-Nov-11,"4,851.30","4,769.30","4,859.10","4,766.40",145.26M,3.00%
29-Nov-11,"4,805.10","4,864.20","4,866.10","4,787.10",155.57M,-0.95%
30-Nov-11,"4,832.05","4,766.15","4,851.55","4,754.80",282.22M,0.56%
1-Dec-11,"4,936.85","4,970.85","5,011.90","4,916.70",183.92M,2.17%
2-Dec-11,"5,050.15","4,940.85","5,062.55","4,918.40",180.19M,2.29%
5-Dec-11,"5,039.15","5,036.50","5,055.40","5,002.55",137.25M,-0.22%
7-Dec-11,"5,062.60","5,050.10","5,099.25","5,032.25",169.43M,0.47%
8-Dec-11,"4,943.65","5,037.40","5,049.05","4,921.45",178.85M,-2.35%
9-Dec-11,"4,866.70","4,870.75","4,918.35","4,841.75",173.61M,-1.56%
12-Dec-11,"4,764.60","4,906.85","4,910.25","4,755.55",178.34M,-2.10%
13-Dec-11,"4,800.60","4,733.60","4,824.70","4,728.50",181.04M,0.76%
14-Dec-11,"4,763.25","4,788.70","4,839.55","4,750.40",176.25M,-0.78%
15-Dec-11,"4,746.35","4,712.80","4,768.65","4,673.85",200.32M,-0.35%
16-Dec-11,"4,651.60","4,752.50","4,818.85","4,628.20",202.06M,-2.00%
19-Dec-11,"4,613.10","4,623.15","4,623.15","4,555.90",176.45M,-0.83%
20-Dec-11,"4,544.20","4,635.80","4,637.25","4,531.15",195.30M,-1.49%
21-Dec-11,"4,693.15","4,636.45","4,707.35","4,601.95",211.31M,3.28%
22-Dec-11,"4,733.85","4,636.90","4,740.60","4,632.95",170.79M,0.87%
23-Dec-11,"4,714.00","4,763.20","4,763.45","4,693.20",141.98M,-0.42%
26-Dec-11,"4,779.00","4,718.15","4,787.25","4,718.15",90.85M,1.38%
27-Dec-11,"4,750.50","4,780.20","4,800.50","4,723.65",104.83M,-0.60%
28-Dec-11,"4,705.80","4,756.20","4,756.20","4,685.65",117.46M,-0.94%
29-Dec-11,"4,646.25","4,681.15","4,701.80","4,639.05",146.00M,-1.27%
30-Dec-11,"4,624.30","4,659.95","4,690.45","4,608.90",113.90M,-0.47%
2-Jan-12,"4,636.75","4,640.20","4,645.95","4,588.05",108.46M,0.27%
3-Jan-12,"4,765.30","4,675.80","4,773.10","4,675.80",146.62M,2.77%
4-Jan-12,"4,749.65","4,774.95","4,782.85","4,728.85",165.94M,-0.33%
5-Jan-12,"4,749.95","4,749.00","4,779.80","4,730.15",177.86M,0.01%
6-Jan-12,"4,754.10","4,724.15","4,794.90","4,686.85",176.06M,0.09%
7-Jan-12,"4,746.90","4,755.60","4,759.40","4,743.05",-,-0.15%
9-Jan-12,"4,742.80","4,747.55","4,758.70","4,695.45",147.54M,-0.09%
10-Jan-12,"4,849.55","4,771.85","4,855.90","4,768.25",201.66M,2.25%
11-Jan-12,"4,860.95","4,863.15","4,877.20","4,841.60",209.08M,0.24%
12-Jan-12,"4,831.25","4,840.95","4,869.20","4,803.90",183.07M,-0.61%
13-Jan-12,"4,866.00","4,861.95","4,898.85","4,834.20",230.94M,0.72%
16-Jan-12,"4,873.90","4,844.00","4,880.80","4,827.05",160.48M,0.16%
17-Jan-12,"4,967.30","4,904.50","4,975.55","4,904.00",223.00M,1.92%
18-Jan-12,"4,955.80","4,977.75","4,980.65","4,931.05",211.20M,-0.23%
19-Jan-12,"5,018.40","4,995.00","5,023.80","4,991.40",203.49M,1.26%
20-Jan-12,"5,048.60","5,044.85","5,064.15","5,004.30",221.05M,0.60%
23-Jan-12,"5,046.25","5,025.35","5,059.55","5,021.35",158.18M,-0.05%
24-Jan-12,"5,127.35","5,064.80","5,141.05","5,049.80",202.01M,1.61%
25-Jan-12,"5,158.30","5,151.50","5,174.15","5,130.25",219.18M,0.60%
27-Jan-12,"5,204.70","5,216.75","5,217.00","5,162.40",215.92M,0.90%
30-Jan-12,"5,087.30","5,163.55","5,166.15","5,076.70",181.14M,-2.26%
31-Jan-12,"5,199.25","5,125.25","5,215.40","5,120.15",215.77M,2.20%
